Report Number,Category,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2023-011462,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3334984,47.60337609
2023-011706,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3268197,47.61707676
2023-011751,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3196458,47.6129415
2023-012234,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3361655,47.61605329
2023-013571,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3167817,47.60310004
2023-014082,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3273595,47.61343735
2023-014218,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKEWOOD/SEWARD PARK,-122.2681721,47.56285512
2023-014369,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2023-015312,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3448961,47.71717447
2023-018100,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.3126481,47.71850811
2023-018370,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.356948,47.636563
2023-019566,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2023-020761,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3141358,47.61038434
2023-021810,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MONTLAKE/PORTAGE BAY,-122.3170708,47.64691714
2023-023135,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGHLAND PARK,-122.3576123,47.53624356
2023-025336,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2023-025980,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.333993,47.70866306
2023-030607,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGHLAND PARK,-122.3460863,47.5392465
2023-030642,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.330349,47.61788922
2023-032424,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3246152,47.7086028
2023-033159,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2847069,47.53703457
2023-034684,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3567037,47.62571435
2023-037291,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3368846,47.60875623
2023-037781,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2674516,47.50702207
2023-038086,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3193664,47.60087797
2023-038841,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3234586,47.61853533
2023-039773,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SANDPOINT,-122.2807957,47.67941324
2023-040176,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3173782,47.67691886
2023-040301,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3290514,47.58822701
2023-040936,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3337568,47.6086926
2023-042296,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.354762,47.623269
2023-044896,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3746695,47.50819043
2023-045741,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3202314,47.59582783
2023-047305,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.3102711,47.59961758
2023-048230,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3346078,47.60291195
2023-049061,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.3126751,47.72847403
2023-051789,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3290568,47.58719857
2023-053419,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3368846,47.60875622
2023-053955,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2639339,47.5199755
2023-054781,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3401282,47.61062346
2023-055875,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.292841,47.72379509
2023-055962,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3449468,47.72048199
2023-057368,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3589217,47.7305088
2023-058875,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH DELRIDGE,-122.3554525,47.55596246
2023-058903,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.264594,47.523881
2023-060660,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3351259,47.57876967
2023-061364,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2023-061879,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3456535,47.61403982
2023-062389,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH DELRIDGE,-122.3642211,47.56018812
2023-064376,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3428217,47.6100189
2023-064687,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3189901,47.52305434
2023-064791,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.312631,47.62310215
2023-064900,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,COLUMBIA CITY,-122.2834908,47.55342278
2023-064970,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2951684,47.57796151
2023-065233,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3421429,47.71340531
2023-066155,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.331964,47.60253739
2023-066689,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3302648,47.60171616
2023-066760,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3125484,47.6284032
2023-066784,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3245839,47.60957018
2023-068359,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3359285,47.61190423
2023-069189,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3097034,47.66215837
2023-072162,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3233042,47.70958118
2023-072204,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ALASKA JUNCTION,-122.3854835,47.56019555
2023-076237,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3372382,47.60998189
2023-076294,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3547512,47.62457688
2023-076755,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.3103674,47.59435626
2023-077611,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,COMMERCIAL DUWAMISH,-122.3522308,47.56298058
2023-078001,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3459383,47.69636259
2023-078487,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3285684,47.60889024
2023-079606,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGHLAND PARK,-122.3470893,47.53639505
2023-079662,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3449368,47.71957221
2023-080242,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3032572,47.58501972
2023-081582,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3555529,47.72595531
2023-081621,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3220693,47.59666932
2023-081673,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2648181,47.50489478
2023-081789,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,COLUMBIA CITY,-122.2853849,47.55704307
2023-083273,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2023-084183,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3142858,47.66127698
2023-084348,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2936113,47.57435263
2023-085131,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3633254,47.69136423
2023-085247,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ALASKA JUNCTION,-122.3861181,47.56108917
2023-085638,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3002827,47.57835059
2023-086080,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3485581,47.6862194
2023-086168,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGH POINT,-122.3663238,47.53370529
2023-086933,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2786714,47.51342931
2023-088376,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2023-094484,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3197864,47.65848896
2023-095174,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2823449,47.53704403
2023-095313,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3341865,47.59962453
2023-095496,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2500082,47.50972371
2023-095990,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.2989173,47.60166063
2023-096377,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3173782,47.67691886
2023-096786,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3295143,47.60405522
2023-096915,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.340892,47.612398
2023-098236,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,WALLINGFORD,-122.3324939,47.64829623
2023-098307,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3244653,47.61465973
2023-100693,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.338348,47.609517
2023-101231,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2023-102741,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2951809,47.57925015
2023-102764,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SANDPOINT,-122.2622281,47.67889074
2023-102849,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.297864,47.60165844
2023-104429,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3463163,47.61856586
2023-104831,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2023-104851,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3198978,47.62369641
2023-105952,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.345047,47.72958479
2023-106130,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CLAREMONT/RAINIER VISTA,-122.2961282,47.57476789
2023-110348,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3301289,47.61717257
2023-110469,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2874439,47.53909709
2023-111050,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3271602,47.67844054
2023-111377,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2023-112972,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2700564,47.51165954
2023-113033,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3343512,47.54160007
2023-113227,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3255615,47.6177395
2023-113640,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.344565,47.69418567
2023-113924,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3661934,47.66292215
2023-114337,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.31276,47.59749164
2023-115864,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.339257,47.61051065
2023-117927,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGH POINT,-122.3631746,47.53460789
2023-119086,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3174641,47.68189427
2023-120501,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3234155,47.61523114
2023-120738,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CLAREMONT/RAINIER VISTA,-122.2891098,47.56746182
2023-121639,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3167806,47.60588517
2023-124398,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3327144,47.60419712
2023-124696,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGHLAND PARK,-122.3421814,47.54035298
2023-124973,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3290568,47.58719857
2023-126320,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3198978,47.62369642
2023-126531,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,WALLINGFORD,-122.3277324,47.66499993
2023-127954,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3208637,47.61932364
2023-130815,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3247857,47.59371822
2023-131047,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ALKI,-122.4061583,47.5808615
2023-132290,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3357752,47.60922111
2023-133204,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGH POINT,-122.3630317,47.54838389
2023-134659,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.2949201,47.60518283
2023-135471,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SANDPOINT,-122.2616497,47.68211747
2023-135728,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3244726,47.615225
2023-138332,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.328933,47.723171
2023-138392,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3289675,47.59919689
2023-139902,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3244959,47.61704695
2023-140490,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3118915,47.6700834
2023-141110,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3200256,47.6158308
2023-141348,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.334312,47.60846
2023-141646,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.269982,47.52473905
2023-142096,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3448961,47.71717447
2023-144058,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2819925,47.53153751
2023-145596,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SANDPOINT,-122.2947965,47.68395261
2023-146920,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.312556,47.71579036
2023-146956,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2644607,47.52241228
2023-146968,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3610158,47.63292666
2023-147199,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3224535,47.59708944
2023-147859,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MONTLAKE/PORTAGE BAY,-122.2943365,47.64071317
2023-148305,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3383483,47.60951744
2023-149552,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3448343,47.71354798
2023-150969,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MAGNOLIA,-122.3977,47.63226203
2023-151999,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2793546,47.53521435
2023-154165,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3371424,47.62320452
2023-154223,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3296707,47.61177482
2023-154325,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD NORTH,-122.4018024,47.68924173
2023-156321,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKEWOOD/SEWARD PARK,-122.268952,47.552618
2023-157519,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.375293,47.52465574
2023-159123,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3311241,47.60171758
2023-159234,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3246152,47.7086028
2023-159906,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3262195,47.6170372
2023-160240,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.317228,47.5983376
2023-160637,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3037322,47.60432793
2023-162292,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3448961,47.71717447
2023-162463,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3029541,47.58294568
2023-163220,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ALKI,-122.3823749,47.59131425
2023-163658,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2639339,47.5199755
2023-165149,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2560353,47.51508691
2023-165970,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2791034,47.53429653
2023-167187,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3555272,47.71688008
2023-167756,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3265886,47.62255837
2023-168050,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3029095,47.58454187
2023-170195,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2023-170827,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3762151,47.66827912
2023-170832,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3423,47.724172
2023-172060,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2900098,47.5868267
2023-172101,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.315658,47.675397
2023-173903,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2023-174375,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3230974,47.59918737
2023-175425,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3372382,47.60998189
2023-175735,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3299772,47.59919832
2023-175825,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3474199,47.618274
2023-176769,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3372382,47.60998189
2023-176938,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.294485,47.733769
2023-177122,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MAGNOLIA,-122.3833864,47.65563076
2023-177740,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3428217,47.6100189
2023-178462,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3165105,47.67497945
2023-181833,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3423227,47.62757349
2023-181904,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3130836,47.59791145
2023-182441,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3326533,47.7086545
2023-182573,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.3115705,47.60126342
2023-183687,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.33633,47.608989
2023-184184,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.3063545,47.60041595
2023-185435,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3349346,47.60326856
2023-186295,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.295129,47.539985
2023-186726,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2023-187932,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3446704,47.70305953
2023-189046,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3175673,47.60144397
2023-191012,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3219184,47.70858578
2023-191669,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.2978153,47.7149132
2023-192456,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3235431,47.6050729
2023-192840,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3308075,47.60046424
2023-193331,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2737124,47.54713333
2023-193379,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3341954,47.59031217
2023-193449,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3434938,47.61393611
2023-193898,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MID BEACON HILL,-122.3086935,47.54934691
2023-194732,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGHLAND PARK,-122.3505655,47.53297349
2023-195301,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3153176,47.59833443
2023-195951,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,COLUMBIA CITY,-122.2854478,47.55946231
2023-195976,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.330723,47.61849176
2023-196426,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3018107,47.6821377
2023-198273,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MORGAN,-122.3872062,47.54567982
2023-199136,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3449769,47.72321155
